gameType,accuracy,score,completionTime,attempts,incorrectAttempts,correctAnswers,completionRate,previousDifficulty,recommendedDifficulty
pattern_recognition,0.38,15,60.1,15,7,8,0.44,medium,easy
pattern_recognition,0.2,10,46.9,13,7,6,0.48,medium,easy
object_recognition,0.54,21,61.2,12,6,6,0.45,hard,easy
memory_match,0.96,194,30.7,5,1,4,1.0,medium,hard
daily_routine_recall,0.74,106,50.1,7,1,6,0.93,easy,medium
daily_routine_recall,0.71,119,35.9,11,2,9,0.88,hard,medium
pattern_recognition,0.73,108,47.9,10,2,8,0.85,hard,medium
memory_match,0.67,123,29.8,8,3,5,0.92,easy,medium
object_recognition,0.27,10,69.4,15,5,10,0.59,medium,easy
pattern_recognition,0.27,10,105.1,14,7,7,0.45,hard,easy
pattern_recognition,0.74,132,25.0,6,1,5,0.96,easy,medium
pattern_recognition,0.21,10,109.0,12,5,7,0.56,easy,easy
object_recognition,0.31,12,56.3,18,7,11,0.83,easy,easy
memory_match,0.69,100,53.6,10,3,7,0.88,medium,medium
daily_routine_recall,0.34,13,60.9,9,3,6,0.71,easy,easy
object_recognition,0.22,10,98.1,15,5,10,0.55,medium,easy
object_recognition,0.38,15,83.8,14,7,7,0.45,medium,easy
object_recognition,0.88,200,22.7,8,2,6,1.0,easy,hard
memory_match,0.77,104,53.8,9,2,7,0.88,hard,medium
memory_match,0.74,125,31.4,9,1,8,0.99,hard,medium
daily_routine_recall,0.27,10,94.7,13,4,9,0.57,hard,easy
daily_routine_recall,0.82,200,18.8,5,0,5,1.0,hard,hard
object_recognition,0.93,200,20.6,7,0,7,1.0,hard,hard
memory_match,0.8,123,37.0,9,1,8,0.9,hard,hard
daily_routine_recall,0.65,100,51.8,10,3,7,0.89,hard,medium
daily_routine_recall,0.66,99,53.3,9,3,6,0.91,easy,medium
pattern_recognition,0.39,15,97.2,12,6,6,0.64,easy,easy
daily_routine_recall,0.33,13,58.5,16,5,11,0.61,easy,easy
daily_routine_recall,0.84,200,18.4,6,2,4,1.0,medium,hard
daily_routine_recall,0.77,128,29.2,12,3,9,0.95,medium,medium
memory_match,0.72,106,49.9,9,2,7,0.98,easy,medium
daily_routine_recall,0.34,13,49.9,14,6,8,0.6,medium,easy
memory_match,0.44,17,88.3,11,4,7,0.53,medium,easy
daily_routine_recall,0.9,188,31.7,5,1,4,1.0,medium,hard
pattern_recognition,0.24,10,50.5,10,4,6,0.54,medium,easy
memory_match,0.99,199,29.6,5,0,5,1.0,medium,hard
memory_match,0.36,14,91.5,14,6,8,0.45,medium,easy
daily_routine_recall,0.71,103,51.2,9,3,6,0.87,medium,medium
pattern_recognition,0.84,184,31.5,4,0,4,1.0,easy,hard
pattern_recognition,0.97,200,24.9,4,0,4,1.0,easy,hard
object_recognition,0.73,110,45.1,9,1,8,0.86,hard,medium
pattern_recognition,0.88,191,29.1,6,0,6,1.0,easy,hard
daily_routine_recall,0.88,199,25.3,6,0,6,1.0,easy,hard
daily_routine_recall,0.94,200,26.1,5,1,4,1.0,hard,hard
pattern_recognition,0.56,22,72.9,17,6,11,0.6,medium,easy
object_recognition,0.9,200,25.8,5,1,4,1.0,easy,hard
pattern_recognition,0.98,198,29.8,6,0,6,1.0,medium,hard
object_recognition,0.93,198,27.9,5,0,5,1.0,easy,hard
daily_routine_recall,0.22,10,79.5,12,6,6,0.7,easy,easy
daily_routine_recall,0.6,102,47.7,6,1,5,0.97,medium,medium
daily_routine_recall,0.75,114,42.3,10,1,9,0.89,medium,medium
pattern_recognition,0.52,20,85.0,12,6,6,0.59,medium,easy
pattern_recognition,0.47,18,108.3,13,4,9,0.64,hard,easy
pattern_recognition,0.89,182,34.4,4,0,4,1.0,medium,hard
daily_routine_recall,0.64,125,26.8,8,1,7,0.99,easy,medium
memory_match,0.98,190,33.6,4,0,4,1.0,hard,hard
memory_match,0.51,20,66.0,18,7,11,0.47,easy,easy
object_recognition,0.93,200,11.3,6,0,6,1.0,hard,hard
memory_match,0.64,111,40.3,6,1,5,0.82,hard,medium
object_recognition,0.68,102,52.0,9,1,8,0.8,medium,medium
daily_routine_recall,0.8,119,40.6,8,1,7,0.98,easy,hard
daily_routine_recall,0.81,130,29.7,9,1,8,0.87,easy,hard
memory_match,0.22,10,108.3,12,4,8,0.83,hard,easy
object_recognition,0.34,13,45.7,15,4,11,0.84,medium,easy
memory_match,0.99,200,14.0,6,0,6,1.0,medium,hard
pattern_recognition,0.65,101,50.4,10,2,8,0.99,medium,medium
pattern_recognition,0.44,17,100.1,16,6,10,0.66,hard,easy
object_recognition,0.97,189,33.8,5,0,5,1.0,hard,hard
daily_routine_recall,0.65,114,38.0,7,1,6,0.84,medium,medium
memory_match,0.66,118,34.1,6,1,5,0.86,medium,medium
pattern_recognition,0.66,105,47.6,7,1,6,0.93,hard,medium
pattern_recognition,0.78,121,37.8,11,2,9,0.98,easy,easy
object_recognition,0.83,184,30.9,7,0,7,1.0,medium,hard
object_recognition,0.4,16,105.3,13,5,8,0.66,hard,easy
memory_match,0.22,10,83.1,14,6,8,0.77,medium,easy
memory_match,0.86,188,29.9,7,0,7,1.0,easy,hard
object_recognition,0.76,103,54.2,8,1,7,0.88,medium,medium
pattern_recognition,0.71,121,33.1,7,2,5,0.84,hard,medium
daily_routine_recall,0.91,184,33.8,5,0,5,1.0,hard,hard
memory_match,0.85,193,27.3,6,0,6,1.0,easy,hard
object_recognition,0.85,200,14.2,6,0,6,1.0,medium,hard
object_recognition,0.67,103,49.7,7,1,6,0.99,medium,medium
pattern_recognition,0.94,200,20.0,5,0,5,1.0,hard,hard
memory_match,0.57,22,101.1,15,5,10,0.46,easy,easy
daily_routine_recall,0.95,200,15.4,6,2,4,1.0,hard,hard
daily_routine_recall,0.38,15,58.3,13,4,9,0.49,medium,easy
daily_routine_recall,0.49,19,91.3,10,4,6,0.57,easy,easy
daily_routine_recall,0.98,189,34.2,4,0,4,1.0,easy,hard
object_recognition,0.61,114,35.3,6,1,5,0.92,medium,medium
pattern_recognition,0.4,16,66.5,13,6,7,0.83,easy,easy
pattern_recognition,0.84,194,26.4,5,0,5,1.0,medium,hard
daily_routine_recall,0.8,120,40.0,9,1,8,0.83,easy,hard
memory_match,0.72,109,46.1,7,1,6,0.91,medium,medium
pattern_recognition,0.61,117,32.9,10,2,8,0.99,easy,medium
daily_routine_recall,0.2,10,102.6,17,7,10,0.53,hard,easy
daily_routine_recall,0.35,14,51.0,17,6,11,0.63,easy,easy
pattern_recognition,0.83,200,19.3,7,0,7,1.0,easy,hard
pattern_recognition,0.66,126,26.4,7,1,6,0.82,easy,medium
memory_match,0.38,15,79.5,15,6,9,0.72,medium,easy
object_recognition,0.67,105,47.8,6,1,5,0.86,hard,medium
object_recognition,0.22,10,70.7,13,4,9,0.66,medium,easy
memory_match,0.72,111,44.8,12,3,9,0.97,medium,medium
memory_match,0.65,105,47.0,9,2,7,0.91,easy,medium
memory_match,0.57,22,57.1,9,3,6,0.79,medium,medium
pattern_recognition,0.55,22,66.8,11,3,8,0.58,hard,easy
daily_routine_recall,0.82,123,37.9,9,1,8,0.96,medium,hard
memory_match,0.82,200,17.9,6,2,4,1.0,hard,hard
memory_match,0.33,13,57.1,13,7,6,0.44,medium,easy
daily_routine_recall,0.86,200,22.5,6,0,6,1.0,easy,hard
memory_match,0.93,192,31.0,4,0,4,1.0,hard,easy
object_recognition,0.82,200,15.4,8,1,7,1.0,easy,hard
object_recognition,0.8,134,26.0,10,2,8,0.84,easy,hard
object_recognition,0.56,22,94.5,16,6,10,0.84,medium,easy
memory_match,0.96,191,32.4,6,0,6,1.0,hard,hard
memory_match,0.31,12,82.1,13,4,9,0.54,medium,easy
pattern_recognition,0.52,20,84.2,11,4,7,0.73,hard,hard
daily_routine_recall,0.65,114,38.0,7,2,5,0.94,hard,medium
pattern_recognition,0.81,106,53.9,8,1,7,0.8,hard,medium
pattern_recognition,0.33,13,70.9,15,7,8,0.6,medium,easy
object_recognition,0.93,200,13.0,6,0,6,1.0,medium,hard
daily_routine_recall,0.76,119,38.2,7,1,6,0.84,hard,medium
pattern_recognition,0.66,125,27.8,9,1,8,0.81,easy,medium
object_recognition,0.36,14,57.7,10,4,6,0.53,medium,easy
memory_match,0.65,106,45.5,7,1,6,0.99,easy,medium
memory_match,0.97,200,14.2,4,0,4,1.0,medium,hard
pattern_recognition,0.63,113,37.6,10,3,7,0.91,medium,medium
pattern_recognition,0.75,119,37.6,10,3,7,0.87,easy,medium
pattern_recognition,0.34,13,74.1,17,6,11,0.76,medium,easy
daily_routine_recall,0.94,200,10.6,4,0,4,1.0,medium,hard
object_recognition,0.65,111,41.0,7,1,6,0.81,medium,medium
memory_match,0.74,104,52.3,7,1,6,0.82,medium,medium
daily_routine_recall,0.4,16,58.9,13,3,10,0.51,hard,easy
object_recognition,0.85,192,27.6,4,0,4,1.0,easy,hard
pattern_recognition,0.55,22,78.3,16,7,9,0.61,hard,easy
daily_routine_recall,0.84,195,25.9,7,0,7,1.0,easy,hard
memory_match,0.36,14,53.2,13,3,10,0.73,medium,easy
daily_routine_recall,0.94,200,17.0,5,0,5,1.0,medium,hard
memory_match,0.37,14,87.8,16,5,11,0.62,hard,easy
pattern_recognition,0.86,200,18.2,8,2,6,1.0,easy,hard
pattern_recognition,0.46,18,87.4,10,4,6,0.48,medium,easy
daily_routine_recall,0.54,21,106.0,13,7,6,0.58,medium,easy
pattern_recognition,0.34,13,99.1,9,3,6,0.71,easy,easy
memory_match,0.72,117,38.1,7,2,5,0.89,hard,medium
memory_match,0.71,103,52.0,8,1,7,0.97,easy,medium
pattern_recognition,0.82,200,13.3,4,0,4,1.0,hard,hard
daily_routine_recall,0.58,23,101.7,12,4,8,0.62,hard,easy
object_recognition,0.69,102,51.2,10,1,9,0.93,hard,medium
daily_routine_recall,0.48,19,45.2,17,7,10,0.64,easy,easy
object_recognition,0.5,20,81.1,10,3,7,0.66,easy,easy
pattern_recognition,0.98,189,34.2,4,0,4,1.0,easy,hard
object_recognition,0.87,200,23.2,5,0,5,1.0,easy,hard
daily_routine_recall,0.89,200,21.1,7,0,7,1.0,medium,hard
daily_routine_recall,0.79,113,46.0,8,2,6,0.81,medium,medium
daily_routine_recall,0.87,200,15.8,5,1,4,1.0,hard,hard
daily_routine_recall,0.48,19,80.8,10,3,7,0.57,medium,easy
object_recognition,0.76,120,37.3,9,1,8,0.87,hard,medium
pattern_recognition,0.38,15,62.3,10,3,7,0.69,medium,easy
object_recognition,0.98,200,14.6,5,1,4,1.0,medium,hard
object_recognition,0.93,194,29.7,4,0,4,1.0,easy,hard
object_recognition,0.8,121,38.8,8,1,7,0.94,easy,hard
memory_match,0.7,120,34.4,10,1,9,0.97,hard,medium
memory_match,0.94,191,31.7,5,1,4,1.0,easy,hard
object_recognition,0.25,10,58.3,10,3,7,0.45,hard,easy
object_recognition,0.81,126,33.7,7,2,5,0.88,hard,hard
pattern_recognition,0.71,121,33.9,11,2,9,0.88,easy,medium
daily_routine_recall,0.76,105,52.4,11,2,9,0.96,hard,medium
memory_match,0.89,191,30.0,6,0,6,1.0,medium,hard
object_recognition,0.73,104,51.8,7,1,6,0.97,easy,medium
object_recognition,0.6,121,28.4,10,3,7,0.81,hard,medium
pattern_recognition,0.61,103,47.0,6,1,5,0.84,medium,medium
memory_match,0.7,128,26.6,8,1,7,0.92,easy,medium
object_recognition,0.3,12,66.7,13,3,10,0.49,easy,easy
memory_match,0.53,21,82.2,12,4,8,0.76,easy,easy
memory_match,0.61,95,54.5,10,3,7,0.96,easy,medium
object_recognition,1.0,200,23.3,5,0,5,1.0,easy,hard
object_recognition,0.39,15,106.4,14,7,7,0.52,medium,easy
object_recognition,0.89,195,27.8,7,0,7,1.0,medium,hard
daily_routine_recall,0.77,108,49.4,10,3,7,0.85,hard,medium
daily_routine_recall,0.93,200,14.1,5,0,5,1.0,hard,hard
daily_routine_recall,0.91,198,26.7,9,2,7,1.0,hard,hard
daily_routine_recall,0.87,199,24.8,6,0,6,1.0,hard,hard
object_recognition,0.64,122,29.8,6,1,5,0.91,easy,medium
pattern_recognition,0.89,184,33.2,7,0,7,1.0,easy,hard
object_recognition,0.61,96,53.4,9,3,6,0.93,easy,medium
pattern_recognition,0.47,18,52.9,14,6,8,0.43,medium,easy
memory_match,0.86,178,34.8,4,0,4,1.0,medium,hard
memory_match,0.69,119,34.1,11,2,9,0.97,hard,medium
memory_match,0.69,117,36.4,7,1,6,0.89,hard,medium
memory_match,0.97,200,11.3,6,1,5,1.0,medium,hard
pattern_recognition,0.98,200,27.9,4,0,4,1.0,medium,easy
daily_routine_recall,0.79,131,28.0,6,1,5,0.94,medium,hard
daily_routine_recall,0.95,191,32.4,4,0,4,1.0,medium,hard
daily_routine_recall,0.84,189,29.0,7,0,7,1.0,hard,hard
pattern_recognition,0.88,200,24.6,5,1,4,1.0,easy,hard
pattern_recognition,0.41,16,71.3,10,3,7,0.5,medium,easy
memory_match,0.85,181,33.5,7,0,7,1.0,easy,hard
object_recognition,0.81,177,33.3,6,0,6,1.0,medium,hard
daily_routine_recall,0.93,200,24.8,5,0,5,1.0,hard,hard
object_recognition,0.57,22,88.7,18,7,11,0.49,easy,easy
pattern_recognition,0.95,200,17.4,5,0,5,1.0,easy,hard
pattern_recognition,0.54,21,55.4,16,5,11,0.51,medium,easy
memory_match,0.88,184,33.0,5,1,4,1.0,easy,hard
object_recognition,0.62,105,45.5,11,2,9,0.81,hard,medium
memory_match,0.99,200,14.7,4,0,4,1.0,easy,hard
object_recognition,0.8,129,31.0,11,2,9,0.88,hard,hard
daily_routine_recall,0.46,18,59.8,11,3,8,0.65,hard,easy
pattern_recognition,0.98,200,18.2,7,0,7,1.0,easy,hard
pattern_recognition,0.91,190,30.7,6,2,4,1.0,medium,hard
daily_routine_recall,0.21,10,47.2,9,3,6,0.53,hard,easy
object_recognition,0.79,115,43.1,8,2,6,0.92,hard,hard
daily_routine_recall,0.81,180,31.8,4,0,4,1.0,medium,hard
object_recognition,0.82,200,13.6,7,0,7,1.0,easy,hard
pattern_recognition,0.72,113,42.3,9,2,7,0.92,medium,medium
memory_match,0.75,116,40.4,9,2,7,0.88,easy,medium
pattern_recognition,0.84,200,18.9,6,0,6,1.0,easy,hard
memory_match,0.71,109,45.5,11,2,9,0.8,medium,medium
memory_match,0.72,113,42.7,12,3,9,0.94,hard,medium
object_recognition,0.35,14,65.7,11,5,6,0.48,medium,easy
daily_routine_recall,0.8,200,15.3,7,0,7,1.0,medium,hard
memory_match,0.7,121,33.5,12,3,9,0.83,hard,medium
object_recognition,0.21,10,50.8,10,3,7,0.84,medium,easy
memory_match,0.72,119,36.2,8,3,5,0.98,easy,hard
pattern_recognition,0.9,197,27.4,6,0,6,1.0,hard,hard
pattern_recognition,0.71,106,48.7,10,1,9,0.89,easy,medium
memory_match,0.71,104,50.9,7,2,5,0.95,easy,medium
memory_match,0.26,10,86.0,16,5,11,0.76,medium,easy
daily_routine_recall,0.87,200,19.7,7,1,6,1.0,easy,hard
memory_match,0.94,198,28.5,6,0,6,1.0,medium,hard
daily_routine_recall,0.49,19,62.3,14,3,11,0.59,hard,easy
daily_routine_recall,0.26,10,96.0,13,7,6,0.49,hard,easy
object_recognition,0.84,199,23.9,6,1,5,1.0,medium,hard
memory_match,0.98,200,12.6,4,0,4,1.0,easy,hard
daily_routine_recall,0.28,11,59.3,16,6,10,0.83,easy,easy
daily_routine_recall,0.58,23,97.5,9,3,6,0.54,hard,easy
object_recognition,0.99,199,29.7,5,1,4,1.0,easy,hard
memory_match,0.69,124,29.1,8,2,6,0.93,medium,medium
memory_match,0.77,116,41.5,8,2,6,0.87,medium,medium
memory_match,0.7,104,50.8,8,1,7,0.82,hard,medium
memory_match,0.86,200,16.2,5,0,5,1.0,easy,hard
daily_routine_recall,0.83,178,33.9,6,0,6,1.0,hard,hard
pattern_recognition,0.27,10,75.2,13,7,6,0.62,easy,easy
object_recognition,0.81,175,34.4,6,1,5,1.0,easy,hard
daily_routine_recall,0.97,200,22.2,7,0,7,1.0,hard,hard
pattern_recognition,0.84,198,24.2,6,1,5,1.0,hard,hard
memory_match,0.85,200,16.0,4,0,4,1.0,medium,hard
daily_routine_recall,0.88,200,24.2,6,1,5,1.0,easy,hard
pattern_recognition,0.8,128,31.5,7,1,6,0.86,easy,hard
pattern_recognition,0.66,121,31.7,11,2,9,0.99,medium,medium
daily_routine_recall,0.77,131,26.6,8,3,5,0.93,easy,medium
daily_routine_recall,0.95,192,31.9,6,1,5,1.0,medium,hard
pattern_recognition,0.85,190,28.6,7,2,5,1.0,easy,hard
pattern_recognition,0.8,134,25.3,11,3,8,0.96,hard,medium
daily_routine_recall,0.63,114,36.9,8,1,7,0.91,easy,medium
daily_routine_recall,0.85,182,32.7,6,0,6,1.0,easy,hard
daily_routine_recall,0.64,109,42.7,9,1,8,0.82,easy,medium
memory_match,0.84,179,33.8,8,1,7,1.0,hard,hard
object_recognition,0.65,97,54.2,7,1,6,0.9,easy,medium
daily_routine_recall,0.62,125,26.0,7,2,5,0.9,hard,medium
memory_match,0.91,198,26.8,6,0,6,1.0,medium,hard
daily_routine_recall,0.57,22,99.0,11,5,6,0.41,easy,easy
daily_routine_recall,1.0,191,34.5,6,0,6,1.0,medium,hard
pattern_recognition,0.69,125,28.9,11,2,9,0.83,medium,medium
pattern_recognition,0.78,106,52.7,9,2,7,1.0,easy,hard
object_recognition,0.82,200,17.1,5,1,4,1.0,hard,hard
object_recognition,0.31,12,78.1,14,6,8,0.77,medium,easy
daily_routine_recall,0.77,105,52.4,10,3,7,0.94,hard,medium
object_recognition,0.45,18,96.9,12,4,8,0.68,medium,easy
pattern_recognition,0.37,14,95.9,13,7,6,0.69,hard,easy
daily_routine_recall,0.72,124,31.9,8,1,7,0.87,hard,medium
pattern_recognition,0.46,18,106.8,14,6,8,0.61,hard,easy
pattern_recognition,0.45,18,51.7,14,7,7,0.81,hard,easy
daily_routine_recall,0.45,18,45.9,13,4,9,0.71,easy,easy
pattern_recognition,0.77,107,50.2,9,1,8,0.91,medium,medium
object_recognition,0.94,200,24.9,7,0,7,1.0,easy,hard
pattern_recognition,0.68,124,29.8,7,1,6,0.92,medium,medium
pattern_recognition,0.78,118,40.5,7,1,6,0.9,easy,hard
pattern_recognition,0.94,200,11.2,7,1,6,1.0,easy,hard
daily_routine_recall,0.63,108,42.4,10,3,7,0.9,easy,medium
memory_match,0.95,200,18.4,4,0,4,1.0,medium,hard
pattern_recognition,0.89,200,14.3,4,0,4,1.0,medium,hard
object_recognition,0.48,19,85.7,17,7,10,0.43,hard,easy
memory_match,0.48,19,46.6,10,3,7,0.84,medium,easy
pattern_recognition,0.74,126,30.5,7,2,5,0.86,medium,medium
object_recognition,0.8,111,48.4,7,1,6,0.82,hard,medium
daily_routine_recall,0.84,200,16.0,9,2,7,1.0,medium,hard
memory_match,0.99,200,18.6,7,0,7,1.0,easy,hard
pattern_recognition,0.82,113,47.6,12,3,9,0.94,medium,medium
memory_match,0.81,178,32.9,5,1,4,1.0,hard,hard
memory_match,0.45,18,67.8,11,5,6,0.75,hard,easy
pattern_recognition,0.57,22,83.0,10,3,7,0.83,easy,easy
memory_match,0.8,112,47.9,10,2,8,0.98,medium,hard
object_recognition,0.67,105,47.3,9,2,7,0.84,easy,medium
object_recognition,0.73,121,35.0,7,1,6,0.88,easy,medium
object_recognition,0.24,10,99.4,10,4,6,0.71,easy,easy
memory_match,0.52,20,53.6,13,3,10,0.66,medium,easy
memory_match,0.61,119,31.0,10,1,9,0.97,hard,medium
memory_match,0.69,101,52.5,8,2,6,0.86,easy,medium
object_recognition,0.8,119,40.1,7,1,6,0.9,hard,hard
object_recognition,0.5,20,104.6,13,7,6,0.76,medium,easy
daily_routine_recall,1.0,193,33.3,5,1,4,1.0,hard,hard
object_recognition,0.77,125,33.0,8,1,7,0.8,hard,medium
daily_routine_recall,0.81,130,29.5,12,3,9,0.84,hard,medium
pattern_recognition,0.92,200,23.5,5,0,5,1.0,medium,hard
memory_match,0.45,18,46.0,14,5,9,0.44,easy,easy
daily_routine_recall,0.88,189,30.4,6,1,5,1.0,easy,hard
object_recognition,0.32,12,72.3,12,3,9,0.79,medium,easy
memory_match,0.64,126,25.5,8,2,6,0.83,easy,medium
memory_match,0.93,200,11.8,6,0,6,1.0,hard,hard
object_recognition,0.99,200,12.8,4,0,4,1.0,medium,hard
memory_match,0.6,105,44.6,10,1,9,0.91,hard,medium
daily_routine_recall,0.28,11,46.3,18,7,11,0.7,medium,easy
daily_routine_recall,0.26,10,99.7,11,4,7,0.8,hard,easy
daily_routine_recall,0.37,14,80.7,15,7,8,0.53,hard,easy
object_recognition,0.27,10,74.0,14,3,11,0.64,easy,easy
memory_match,0.86,184,31.6,7,0,7,1.0,easy,hard
object_recognition,0.63,107,44.0,9,2,7,0.88,medium,medium
object_recognition,0.93,200,21.1,7,0,7,1.0,hard,hard
object_recognition,0.57,22,59.0,13,4,9,0.6,easy,easy
memory_match,0.95,200,17.0,4,0,4,1.0,easy,hard
memory_match,0.81,183,30.2,6,0,6,1.0,medium,hard
memory_match,0.99,200,27.4,8,1,7,1.0,medium,hard
object_recognition,0.47,18,108.0,12,3,9,0.58,medium,easy
daily_routine_recall,0.87,187,30.7,5,0,5,1.0,hard,hard
memory_match,0.5,20,64.3,14,7,7,0.51,medium,easy
daily_routine_recall,0.96,200,12.8,8,1,7,1.0,medium,hard
pattern_recognition,0.36,14,51.9,14,3,11,0.55,hard,easy
object_recognition,0.68,127,26.9,9,3,6,0.83,easy,medium
pattern_recognition,0.83,200,21.3,7,0,7,1.0,medium,hard
object_recognition,0.93,197,28.2,4,0,4,1.0,easy,hard
memory_match,0.28,11,77.1,14,3,11,0.59,medium,medium
pattern_recognition,0.7,116,39.0,10,2,8,0.98,medium,medium
daily_routine_recall,0.48,19,81.5,15,7,8,0.63,easy,easy
daily_routine_recall,0.4,16,83.4,15,5,10,0.84,easy,easy
object_recognition,0.7,102,52.8,8,1,7,0.88,hard,medium
daily_routine_recall,0.64,104,47.7,10,3,7,0.97,hard,medium
memory_match,0.75,112,45.0,10,2,8,0.82,medium,medium
object_recognition,0.76,130,27.1,9,2,7,0.99,easy,medium
object_recognition,0.8,200,18.7,7,0,7,1.0,easy,hard
object_recognition,0.77,132,25.9,9,2,7,1.0,medium,hard
memory_match,0.65,122,29.2,11,2,9,0.82,hard,medium
daily_routine_recall,0.3,12,51.1,16,5,11,0.56,easy,easy
daily_routine_recall,0.7,107,47.6,10,2,8,0.86,medium,medium
object_recognition,0.74,119,37.6,7,1,6,0.89,hard,hard
pattern_recognition,0.76,130,27.7,10,2,8,0.95,hard,medium
object_recognition,0.76,116,42.0,7,2,5,0.91,easy,medium
object_recognition,0.82,128,32.1,7,1,6,0.89,easy,hard
pattern_recognition,0.97,190,33.2,6,0,6,1.0,medium,hard
memory_match,0.81,133,26.4,10,3,7,0.88,easy,medium
memory_match,0.63,123,27.4,6,1,5,0.97,hard,medium
pattern_recognition,0.72,118,37.3,10,3,7,0.93,hard,medium
daily_routine_recall,0.79,116,43.0,7,2,5,0.8,easy,hard
daily_routine_recall,0.62,123,28.0,9,2,7,0.86,medium,medium
daily_routine_recall,0.87,190,29.1,7,0,7,1.0,hard,hard
pattern_recognition,0.66,112,40.3,9,1,8,0.98,medium,medium
daily_routine_recall,0.52,20,73.2,14,5,9,0.42,medium,easy
pattern_recognition,0.77,120,37.8,9,3,6,0.98,medium,medium
object_recognition,0.36,14,79.7,14,6,8,0.53,hard,easy
memory_match,0.86,188,30.0,7,0,7,1.0,medium,hard
object_recognition,0.23,10,73.1,12,5,7,0.77,medium,easy
pattern_recognition,0.95,200,15.2,8,2,6,1.0,easy,hard
memory_match,0.87,200,21.4,7,0,7,1.0,hard,hard
memory_match,0.88,200,14.3,4,0,4,1.0,medium,hard
object_recognition,0.46,18,77.9,12,5,7,0.66,hard,easy
memory_match,0.98,200,25.9,4,0,4,1.0,hard,hard
object_recognition,0.91,195,28.4,6,0,6,1.0,hard,hard
pattern_recognition,0.79,110,48.3,8,1,7,0.81,medium,medium
pattern_recognition,0.65,115,36.2,8,1,7,0.85,easy,medium
pattern_recognition,0.4,16,90.2,11,4,7,0.42,medium,easy
memory_match,0.89,200,13.1,5,0,5,1.0,easy,hard
pattern_recognition,0.9,199,26.3,7,0,7,1.0,hard,hard
pattern_recognition,0.74,105,51.6,7,2,5,0.88,easy,medium
memory_match,0.74,118,38.1,9,2,7,0.94,hard,medium
pattern_recognition,0.81,113,46.4,10,1,9,0.83,easy,hard
memory_match,0.8,192,25.7,6,0,6,1.0,easy,hard
object_recognition,0.79,130,28.7,9,3,6,0.83,hard,medium
memory_match,0.63,122,28.4,8,1,7,0.99,medium,medium
memory_match,0.92,183,34.7,5,0,5,1.0,hard,hard
memory_match,0.8,129,30.7,10,3,7,0.99,medium,medium
memory_match,0.82,134,26.3,7,1,6,0.88,medium,hard
memory_match,0.79,113,45.9,9,2,7,0.81,medium,medium
object_recognition,0.5,20,61.9,13,4,9,0.6,medium,easy
daily_routine_recall,0.21,10,47.6,11,3,8,0.67,hard,easy
daily_routine_recall,0.9,184,33.6,6,0,6,1.0,medium,hard
pattern_recognition,0.58,23,95.0,16,6,10,0.75,medium,easy
daily_routine_recall,0.97,200,27.7,7,1,6,1.0,hard,hard
object_recognition,0.78,123,35.1,8,1,7,0.93,easy,hard
object_recognition,0.67,126,26.1,12,3,9,0.83,medium,medium
daily_routine_recall,0.52,20,99.4,11,5,6,0.69,hard,easy
pattern_recognition,0.68,119,34.1,9,1,8,0.93,hard,medium
daily_routine_recall,0.71,114,40.8,12,3,9,1.0,hard,medium
pattern_recognition,0.85,195,26.1,5,0,5,1.0,hard,hard
object_recognition,0.61,101,48.7,11,2,9,0.89,hard,medium
pattern_recognition,0.82,200,12.0,6,0,6,1.0,easy,hard
object_recognition,0.91,192,30.0,6,0,6,1.0,medium,hard
pattern_recognition,0.7,128,26.7,11,2,9,0.92,hard,medium
memory_match,0.81,129,30.9,12,3,9,0.9,medium,medium
object_recognition,0.93,200,14.6,4,0,4,1.0,medium,hard
daily_routine_recall,0.22,10,80.5,14,7,7,0.8,hard,easy
daily_routine_recall,0.6,99,50.8,9,3,6,0.83,hard,medium
object_recognition,0.36,14,68.2,11,5,6,0.76,hard,easy
object_recognition,0.79,126,32.5,9,3,6,0.87,easy,medium
memory_match,0.35,14,103.1,16,5,11,0.46,hard,easy
daily_routine_recall,0.39,15,86.5,14,5,9,0.57,easy,easy
memory_match,0.27,10,52.4,14,4,10,0.85,hard,easy
object_recognition,0.87,200,11.5,6,1,5,1.0,hard,hard
pattern_recognition,0.57,22,67.1,17,7,10,0.66,hard,easy
memory_match,0.84,182,32.2,7,2,5,1.0,medium,hard
daily_routine_recall,0.41,16,78.5,12,5,7,0.43,hard,easy
memory_match,0.78,129,29.2,11,2,9,0.82,easy,hard
pattern_recognition,0.72,130,25.4,9,2,7,1.0,easy,medium
pattern_recognition,0.98,200,27.9,4,0,4,1.0,hard,hard
pattern_recognition,0.87,185,31.8,8,1,7,1.0,hard,hard
memory_match,0.65,108,43.5,6,1,5,0.95,hard,medium
memory_match,0.37,14,67.5,14,4,10,0.42,hard,easy
memory_match,0.9,200,10.8,5,0,5,1.0,easy,hard
pattern_recognition,0.56,22,46.7,11,3,8,0.55,easy,medium
object_recognition,0.52,20,56.7,13,4,9,0.58,medium,easy
memory_match,0.83,200,22.4,4,0,4,1.0,medium,hard
object_recognition,0.81,134,25.4,10,2,8,0.98,easy,hard
pattern_recognition,0.84,200,22.4,4,0,4,1.0,easy,hard
object_recognition,0.92,200,21.6,5,1,4,1.0,medium,medium
memory_match,0.72,101,54.5,6,1,5,0.93,hard,medium
